Yb	Pb	Ca	Ti	Mo	Sn	Cd	Ag	La	Cs	W	Sb	Ta	V	Fe	Bi	Ce	Nb	Cu	I	B	Te	Al	Zr	Gd	Na	Ga	Cl	S	Si	O	F	Mn	Ba	K	Zn	N	Li	Ge	Y	Sr	P	Mg	Er	As	Tg	target	predicted_target	predicted_Tg
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034482760689655216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2413793048275861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5517241110344823	0.10344830206896603	0.0	0.06896552137931042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673.15	0.4635859646706379	0.45993733	667.85205
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.301369869863013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5753424424657557	0.0	0.0	0.12328768767123124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	856.15	0.5896146826899898	0.56777334	824.4353
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.2	0.0	0.0	0.0	618.15	0.4257084811129092	0.4229773	614.1842
0.0	0.0	0.0	0.0060283261320203405	0.0	0.00032603640714019724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08404751184064048	0.0027913750611311128	0.0	0.002854094062504659	0.0	0.0	0.0	0.2204803048285186	0.6232013136481087	0.0	0.0	0.0	0.000834606718277887	0.0	0.0	0.05262124115240517	0.0	0.0	0.0	0.001938552042454289	0.004876638106798374	0.0	0.0	975.15	0.6715677834785302	0.6850991	994.7982
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.2533333	0.5866667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	754.15	0.5193691677283838	0.5074657	736.8656
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04697235522760872	0.0	0.0	0.00010334758949988493	0.004090503584404836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2193906777099072	0.0	0.0	0.014180128559298937	0.04255087567683103	0.0	0.0	0.0	0.0	0.025069057452983767	0.594905739557577	0.0	0.0	0.0	0.0	0.032573326690550006	0.0	0.020163987951338832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	881.15	0.6068317206707756	0.59457064	863.3463
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013129747702294151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04528556207502664	0.0	0.0	0.0	0.2299550597578645	0.589356896862543	0.0	0.0	0.016641537087731008	0.058509849760776285	0.05893811968582905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	796.15	0.5482937915361039	0.5486777	796.70746
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20361969796380294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0632858293671417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6843577931564221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048736679512633205	0.0	0.0	0.0	0.0	625.15	0.4305292517475292	0.40818438	592.70416
0.0	0.0	0.1875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1118.15	0.7700492407286249	0.74636716	1083.7625
0.0	0.0	0.05370396011847135	0.0003072048434743088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.940638354922541e-05	0.0	2.462669546868804e-05	0.0	0.0	0.0	0.0019225616462486574	0.0	0.0722042267144223	0.0018104236668820453	0.0	0.0	0.0	0.0	0.0	0.2259272584293845	0.6325887836036639	0.0	0.0	0.011421547898435188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1063.15	0.7321717571708962	0.73570305	1068.2777
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010638299999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.1914894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6329786999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1648936	0.0	0.0	0.0	0.0	0.0	0.0	753.15	0.5186804862091524	0.5072209	736.5102
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6736842404210545	0.0	0.0	0.09473684568421076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23157891389473484	0.0	0.0	0.0	731.15	0.503529492786061	0.494113	717.4768
0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1825	0.3175	0.0	0.0565	0.0	0.0	0.0	0.04	0.0	0.005	0.0795	0.1295	0.0375	0.0	0.0	679.15	0.4677180537860265	0.46244428	671.49225
