Yb	Pb	Ca	Ti	Mo	Sn	Cd	Ag	La	Cs	W	Sb	Ta	V	Fe	Bi	Ce	Nb	Cu	I	B	Te	Al	Zr	Gd	Na	Ga	Cl	S	Si	O	F	Mn	Ba	K	Zn	N	Li	Ge	Y	Sr	P	Mg	Er	As	Tg	target	predicted_target	predicted_Tg
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08641974827160505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08641974827160505	0.0	0.0	0.0	0.0	0.2592592948148141	0.40740739185185226	0.0	0.07407406851851864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08641974827160505	0.0	0.0	0.0	603.15	0.41537825832443775	0.41261467	599.13715
0.0	0.0	0.06673256266930251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01120311044812442	0.0	0.0	0.14125670565026824	0.0	0.0	0.0	0.0	0.5949825237993009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1699946067997843	0.015830490633219625	0.0	0.0	678.15	0.4670293722667951	0.4737008	687.8373
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2414398903424044	0.0	0.0	0.0	0.0	0.13257239469710422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5935030762598769	0.0	0.0	0.0	0.0	0.032484638700614445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	631.15	0.4346613408629178	0.45391354	659.10516
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2491206049824121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6802025136040503	0.0	0.0	0.035338440706768816	0.0	0.035338440706768816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.15	0.37612341172824615	0.36717588	533.1578
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006622516887417212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2284767961158945	0.5662251903741717	0.0	0.0	0.0	0.19867549662251652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	662.15	0.45601046795909217	0.49306324	715.9525
0.0	0.0	0.0	0.01177046780716185	0.0	0.0	0.0	0.0	0.0015056427194987613	0.0	0.0	0.0005609501954949787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006458725796739385	0.0	0.058134319169576336	0.0014928767218770672	0.0	0.01912729643658468	0.0	0.0	0.0	0.2024083622913221	0.6038849874962269	0.0	0.0	0.0	0.009981667140415413	0.012556667660692815	0.0	0.053354100060131165	0.0	0.0	0.0	0.0	0.01876393650427863	0.0	0.0	839.15	0.5779070968630555	0.5716655	830.087
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014374841293735715	0.20494111844470064	0.0	0.0	0.007214524649307219	0.0	0.15661651409548627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5907487531673878	0.0	0.0	0.0044915124042361155	0.0	0.03455009310950838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	616.15	0.42433111807444635	0.44382754	644.4598
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21052649999999998	0.578947	0.0	0.0	0.0	0.0	0.0	0.0	0.1052651	0.0	0.0	0.1052614	0.0	0.0	0.0	0.0	806.15	0.5551806067284183	0.5550895	806.0177
0.0	0.0	0.0	0.10309278556701004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02061855711340201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03608247494845351	0.6237113126804162	0.0	0.0	0.0	0.11340208412370822	0.0	0.0	0.0	0.0	0.0	0.0	0.10309278556701004	0.0	0.0	0.0	891.15	0.6137185358630899	0.60282207	875.3278
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0101010098989899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5959595940404041	0.0	0.0	0.0	0.20202019797979806	0.0	0.0	0.0	0.0	0.0	0.0	0.191919198080808	0.0	0.0	0.0	551.15	0.3795668193244033	0.37517613	544.77454
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5726495427350458	0.0	0.0	0.0	0.0	0.0	0.0	0.2478632752136725	0.0	0.0	0.0	0.17948718205128186	0.0	0.0	0.0	596.15	0.4105574876898177	0.40859175	593.29565
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10500528949947104	0.0	0.0	0.0	0.2474623752537625	0.5974798402520161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0500524949947505	0.0	0.0	793.15	0.5462277469784097	0.5668391	823.07874
0.0	0.0	0.0	0.005367740909821953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026770579550254255	0.0	0.0	0.0	0.0949425484049652	0.0	0.010728509819761034	0.0	0.0	0.1445432975716726	0.0	0.0	0.0	0.0	0.03754843936918622	0.0	0.0	0.0	0.031553649469898686	0.5663329904856057	0.0	0.0	0.06581341889433455	0.016090349729682124	0.0	0.0	0.02681134954956932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688.15	0.4739161874591094	0.4637368	673.369
0.0	0.0	0.052488848950223016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11951599760968006	0.0	0.04468376910632461	0.026917749461645008	0.0	0.030147849397043014	0.0	0.0	0.0	0.11951599760968006	0.6067297878654043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	929.15	0.6398884335938844	0.62395096	906.008
0.0007830853957713388	0.19498829894706315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5669537969384496	0.04150351977588099	0.0	0.0	0.0	0.0	0.0	0.0	0.195771298942835	0.0	0.0	0.0	0.0	0.0	0.0	618.15	0.4257084811129092	0.427751	621.11584
0.0	0.0	0.0	0.01154891058899444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04076087207880448	0.003057065155910323	0.0	0.007472826381114146	0.0	0.0	0.0	0.2207880112601886	0.6158288314072705	0.0	0.0	0.0	0.0	0.006793478346467396	0.0	0.04076087207880448	0.0	0.0	0.033967391732336975	0.0	0.01902174097010879	0.0	0.0	878.15	0.6047656761130813	0.6105029	886.4808
0.0	0.0	0.0	0.0	0.12426628260272045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07815492905830994	0.0	0.0	0.0	0.0	0.6873781037670654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11020068457190416	0.0	0.0	0.0	640.15	0.44085947453600066	0.44878653	651.6605
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05208332843750015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2291666931249992	0.0	0.0	0.0	0.0	0.5833332825000016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13541669593749914	0.0	0.0	0.0	743.15	0.5117936710168381	0.49508885	718.8938
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30232560906976824	0.0	0.0	0.0	0.0	0.06976744209302325	0.0	0.0	0.0	0.04651163139534894	0.5813953174418596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	689.15	0.4746048689783408	0.48115134	698.6558
0.0	0.0	0.0	0.03225806225806435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025806451806451625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012903230903226159	0.0	0.0	0.0	0.0	0.06451613451612942	0.0	0.0	0.0	0.15483871083870976	0.5741935401935477	0.0	0.0	0.0	0.0	0.0	0.0	0.1032258072258065	0.0	0.0	0.0	0.0	0.03225806225806435	0.0	0.0	800.15	0.5510485176130296	0.52814513	766.8932
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11866491969837667	0.0	0.0	0.0	0.0	0.17136922844729194	0.0074755352409388515	0.0	0.0	0.0	0.02655154440755637	0.0	0.0	0.0	0.0506685084109724	0.5949426987604879	0.0	0.0	0.0	0.0	0.0303275650343758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	714.15	0.4918219069591266	0.48439848	703.37085
0.0	0.0	0.0	0.13043480000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6956521999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173913	0.0	0.0	0.0	921.15	0.6343789814400329	0.6333736	919.6902
0.0	0.0	0.08108108270270255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10810809027027186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6486486416216222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1621621854054033	0.0	0.0	0.0	887.15	0.6109638097861642	0.5946684	863.4883
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0836896808796585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3891264505864386	0.0	0.0	0.0	0.0	0.0	0.0	0.5271838685339029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	503.15	0.3465101064012946	0.35577518	516.6034
0.0	0.0	0.14705880735294038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04411765220588262	0.0	0.0	0.0	0.0	0.0	0.0	0.19852940992647053	0.6102941305147066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1043.15	0.7183981267862676	0.7185136	1043.3177
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036363638909090834	0.0	0.0	0.0	0.2545454923636353	0.6181817814545465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09090908727272738	0.0	0.0	917.15	0.6316242553631072	0.6400355	929.3636
0.0	0.22240747775925224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22207407779259225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5555184444481557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592.15	0.407802761612892	0.4080344	592.4864
0.0	0.0	0.029063692979028524	5.21847053489323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002871257294303873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005641627578266826	0.0	0.0	0.0726366174452533	0.0	0.0	0.0006247501640368919	0.2491248255352946	0.6040005619100577	0.0	0.0	0.0	0.01814282185963924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020425792093643688	0.0	0.0	838.15	0.5772184153438241	0.56192493	815.9431
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07565758773027237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2155547935333562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6645205800643826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044267038671988834	0.0	0.0	0.0	0.0	643.15	0.442925519093695	0.43887892	637.2742
0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	676.15	0.4656520092283322	0.47335392	687.33356
0.0	0.0	0.15789470000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1052632	0.0	0.0	0.0	0.0	0.0	0.0	0.1403509	0.5964911999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1088.15	0.749388795151682	0.734445	1066.4508
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003380242685637429	0.0	0.05139348522040587	0.0	0.0	0.0	0.2555187762367538	0.6038217438445778	0.0	0.0	0.0	0.051117545246068284	0.034768206766556765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	827.15	0.5696429186322783	0.5536083	803.86694
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07917363773526442	0.0	0.0	0.00042831234184611584	0.0	0.0	0.0	0.23116402258472504	0.6172797603082325	0.0	0.0	0.0	0.07195426702993189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1178.15	0.8113701318825107	0.7504731	1089.7245
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009111617574031908	0.0	0.0	0.0	0.0	0.0	0.0	0.3097950195170863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5558086350159439	0.0	0.0	0.0	0.0	0.0	0.0	0.11389520717539806	0.0	0.0	0.0	0.0	0.011389520717539806	0.0	0.0	735.15	0.5062842188629867	0.52350456	760.1548
0.0	0.0	0.0	0.0	0.09374966374998656	0.0	0.0	0.0	0.10416870416674816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1458318058332722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6562498262499932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	856.15	0.5896146826899898	0.5861237	851.08093
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333341400000968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5833335700000284	0.0	0.0	0.08333228999987477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.15	0.6040769945938499	0.5803093	842.6381
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04717	0.0	0.38679	0.0	0.29245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22642	0.0	0.0	0.0	0.0	0.0	0.04717	665.15	0.4580765125167865	0.45762262	664.49097
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036408882985528397	0.0	0.0	0.033229842724847095	0.11213150919478376	0.0	0.0	0.0	0.0	0.14540781192344054	0.0	0.0	0.0	0.0	0.02370984194420704	0.0	0.0	0.0	0.05774714473526586	0.596548548916981	0.0	0.0	0.0	0.0	0.027584412261921803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	715.15	0.49251058847835805	0.48399338	702.7826
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3669737816513109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5779824711008764	0.0	0.0	0.0	0.0	0.0	0.0	0.05504374724781263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	667.15	0.4594538755552493	0.46416155	673.9858
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03281520285492265	0.0	0.1782383155067334	0.0	0.004145078360621817	0.0	0.0	0.0	0.0	0.0	0.0	0.04490501390673621	0.5633851490145079	0.009326425811399044	0.0	0.0	0.0	0.16718481454507889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	796.15	0.5482937915361039	0.5440942	790.052
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	567.15	0.3905857236321062	0.37453234	543.8397
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34782609304347817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5652173886956523	0.0	0.0	0.0	0.08695651826086966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	725.15	0.49939740367067237	0.4761479	691.39056
0.0	0.0	0.0	0.07692307769230777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15384611538461151	0.6153846615384662	0.0	0.0	0.1230769123076912	0.0	0.0	0.0	0.0	0.0	0.0	0.0307692330769233	0.0	0.0	0.0	0.0	999.15	0.6880961399400845	0.69297755	1006.2381
0.0	0.0	0.0	0.008038585080385852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0546623805466238	0.0032154340321543405	0.0	0.06430868064308681	0.0	0.0	0.0	0.20257230202572304	0.590032205900322	0.0	0.0	0.0	0.0038585210385852103	0.0	0.0	0.0540192905401929	0.0	0.0	0.0	0.0	0.019292600192926	0.0	0.0	804.15	0.5538032436899554	0.5573991	809.3714
0.0	0.0	0.006847189726112411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01369437945222482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018183189272672432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6816676727332931	0.0	0.0	0.0	0.0	0.0	0.0	0.036007378559704865	0.0	0.0	0.0	0.2436001902559924	0.0	0.0	0.0	777.15	0.5352088426707068	0.5491899	797.45123
0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1010101	0.0	0.0	0.0	0.0	0.0	0.0	0.17508420000000002	0.6127946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1069.15	0.7363038462862848	0.7374813	1070.8597
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007665773016098122	0.0	0.019164430040245303	0.0003832886008049061	0.0	0.0	0.0	0.0	0.0	0.019164430040245303	0.0	0.0	0.0038328860080490603	0.0	0.007665772016098121	0.0	0.0	0.016864700035415868	0.0	0.0	0.0	0.0	0.6703718014077809	0.0	0.0	0.02874665006036797	0.025680340053928708	0.0057493290120735905	0.0	0.006899195014488309	0.0	0.0	0.0	0.19471060040889224	0.0	0.0	0.0	613.15	0.422265073516752	0.47161	684.80133
0.0	0.0	0.0013071901320262029	0.0	0.0	0.07843137792156916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010457521056209623	0.0	0.0026143792640523056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6405228646928094	0.0	0.0	0.0	0.0	0.08366014844967498	0.0	0.0	0.0	0.0	0.0	0.1830065184836584	0.0	0.0	0.0	607.15	0.4181329844013635	0.4201621	610.09644
